full_name,html_url,description,first_seen_at,last_seen_at,merged_tags_json,language,stars,forks,open_issues,updated_at,license_spdx,topics_json
LEE-CHENYU/leviathan,https://github.com/LEE-CHENYU/leviathan,Exploring the Emergence of Complex Systems through Individual Decisions and Relationships,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Jupyter Notebook,4,2,4,2026-01-31T04:44:37Z,,"[""automata"", ""complexity"", ""decision-making-game"", ""emergence"", ""evolutionary-game-theory"", ""genetic-algorithm"", ""llm-agent"", ""simulation""]"
gnypit/pyqkd,https://github.com/gnypit/pyqkd,Repository with codes for simulating and optimising quantum key distribution protocols.,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,9,1,22,2025-12-06T02:18:04Z,Apache-2.0,"[""genetic-algorithm"", ""genetic-algorithm-framework"", ""genetic-algorithm-python"", ""optimisation"", ""parallel-computing"", ""parallel-programming"", ""qkd"", ""qkd-optimisation"", ""qkd-protocol"", ""qkd-simulator"", ""simulation""]"
ApostolisSiampanis/intelligent-agents,https://github.com/ApostolisSiampanis/intelligent-agents,"Two rival teams of intelligent virtual agents with different abilities compete to gather specific resources from their shared environment. Implemented in Godot, the simulation utilizes A* algorithm, DFS, and genetic algorithms. The team that collects the resources first wins the game.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",GDScript,2,2,0,2025-10-22T16:34:01Z,MIT,"[""agents"", ""astar-algorithm"", ""dfs-search"", ""gdscript"", ""genetic-algorithm"", ""godot""]"
Patryk27/shorelark,https://github.com/Patryk27/shorelark,Simulation of life & evolution,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",,222,22,0,2025-09-09T09:02:28Z,,"[""evolution"", ""genetic-algorithm"", ""life"", ""neural-network"", ""rust"", ""simulation"", ""webassembly""]"
JoonasVali/mirrors,https://github.com/JoonasVali/mirrors,"Mirrors is a simulation of an arbitrary physical system, where the goal is achieved using artificial evolution.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Java,7,1,2,2023-11-10T21:23:51Z,NOASSERTION,"[""artificial-evolution"", ""evolution"", ""genetic-algorithm"", ""graphical-user-interface"", ""simulation"", ""watchmaker""]"
xcontcom/neuroparticles,https://github.com/xcontcom/neuroparticles,"Artificial life. Particles driven by neural networks, fighting on a grid and evolving through genetic algorithms.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,72,5,0,2026-02-14T19:57:47Z,MIT,"[""artificial-life"", ""emergent-behavior"", ""evolutionary-algorithms"", ""fcnn"", ""fully-connected-neural-network"", ""genetic-algorithm"", ""javascript"", ""javascript-game"", ""life-simulation"", ""neural-network"", ""neuroevolution"", ""particles"", ""perceptron"", ""self-organization"", ""simulation"", ""toroidal-topology"", ""zero-player-game""]"
dickreuter/Poker,https://github.com/dickreuter/Poker,"Fully functional Pokerbot that works on PartyPoker, PokerStars and GGPoker, scraping tables with Open-CV (adaptable via gui) or neural network and making decisions based on a genetic algorithm and montecarlo simulation for poker equity calculation. Binaries can be downloaded with this link:",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,2336,565,35,2026-02-18T17:22:05Z,GPL-3.0,"[""artificial-intelligence"", ""poker"", ""pokerstars""]"
omerfaruksolmaz/2D-Universe-Simulation,https://github.com/omerfaruksolmaz/2D-Universe-Simulation,"A philosophical 2D universe simulation where AI beings evolve, think, feel emotions, create art, and question their own existence. Built with Python and Pygame.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,3,1,0,2025-07-24T06:23:04Z,MIT,"[""2d-simulation"", ""ai-agents"", ""artificial-intelligence"", ""artificial-life"", ""consciousness"", ""creative-ai"", ""emergent-behavior"", ""existentialism"", ""genetic-algorithm"", ""machine-consciousness"", ""philosophy"", ""portfolio"", ""pygame"", ""python"", ""sandbox"", ""simulation"", ""virtual-world""]"
sayansil/Ecosystem,https://github.com/sayansil/Ecosystem,You play God,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C++,28,2,4,2025-02-13T20:12:18Z,GPL-3.0,"[""cpp"", ""ecosystem-model"", ""genetic-algorithm"", ""simulation""]"
xcontcom/initial-state-evolution,https://github.com/xcontcom/initial-state-evolution,"This project explores artificial evolution in a Turing-complete universe. Two populations of cellular automata fields evolve via genetic algorithms, interacting through Conway’s Game of Life. Fitness is not fixed - it emerges from co-evolution. A simulation of open-ended digital life.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,21,1,0,2026-02-11T15:11:08Z,MIT,"[""cellular-automata"", ""genetic-algorithm""]"
ArztSamuel/Applying_EANNs,https://github.com/ArztSamuel/Applying_EANNs,A 2D Unity simulation in which cars learn to navigate themselves through different courses. The cars are steered by a feedforward neural network. The weights of the network are trained using a modified genetic algorithm.,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",ASP,1564,372,0,2026-02-05T06:50:24Z,MIT,"[""artificial-neural-networks"", ""deep-learning"", ""evolutionary-algorithms"", ""genetic-algorithm"", ""machine-learning"", ""neural-networks"", ""self-driving-cars""]"
doomhammerhell/tradingbot,https://github.com/doomhammerhell/tradingbot,"High-performance modular trading bot in C++ with strategy simulation, backtesting, genetic optimization, and interactive dashboard.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C++,2,1,0,2025-06-28T20:08:47Z,MIT,"[""algorithmic-trading"", ""backtesting"", ""cplusplus"", ""dashboard"", ""genetic-algorithm"", ""high-frequency-trading"", ""optimization"", ""quant"", ""trading-bot""]"
Asad1287/Inventory-Optimization-with-DES-simulation-and-Genetic-Algorithms,https://github.com/Asad1287/Inventory-Optimization-with-DES-simulation-and-Genetic-Algorithms,Fast Inventory simulation and optimization,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,9,3,1,2025-07-13T13:33:13Z,,"[""algorithms"", ""inventory"", ""inventory-management"", ""machine-learning"", ""numba"", ""optimization"", ""python"", ""supply""]"
talfig/Game-of-Life-Conway,https://github.com/talfig/Game-of-Life-Conway,Conway's Game Of Life simulation with genetic algorithm,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,6,4,0,2026-01-04T15:28:44Z,AGPL-3.0,"[""biological-computing"", ""game-of-life"", ""genetic-algorithm"", ""genetic-programming""]"
grahamwaters/GnomansLand,https://github.com/grahamwaters/GnomansLand,An open-world reinforcement learning playground for gnomes filled with dangerous peril and bountiful treasure.,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,17,1,7,2025-10-06T09:14:26Z,MIT,"[""game"", ""game-development"", ""genetic-algorithm"", ""machine-learning"", ""openai"", ""programming"", ""pygame"", ""reinforcement-learning"", ""reinforcement-learning-agent"", ""simulation"", ""survival-analysis"", ""unity"", ""unity3d"", ""unity3d-games""]"
yugdeep/hydrowizard,https://github.com/yugdeep/hydrowizard,"HydroWizard: State-of-the-art hydrological modeling, optimization, and simulation using neural networks, genetic algorithms, and DAGs.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,2,1,0,2025-12-08T17:13:51Z,NOASSERTION,"[""artificial-intelligence"", ""decision-support-system"", ""environmental-modelling"", ""evolutionary-algorithms"", ""hydrological-modelling"", ""multi-objective-optimization"", ""neural-networks"", ""python"", ""radial-basis-function"", ""reservoir-operations"", ""simulation"", ""water-management"", ""water-resources""]"
DanielMPMatCom/AI-Simulation-Project-2024,https://github.com/DanielMPMatCom/AI-Simulation-Project-2024,"A simulator of an electrical system with agents with BDI architecture, fuzzy logic, genetic algorithm and communication with an LLM",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Jupyter Notebook,1,1,0,2024-10-12T17:44:23Z,,"[""bdi"", ""fuzzy-logic"", ""genetic-algorithm"", ""llm"", ""simulation""]"
Techiral/Flappy-Bird-AI,https://github.com/Techiral/Flappy-Bird-AI,"FlappyBirdAI utilizes NEAT Python to train an AI to master Flappy Bird. Employing genetic algorithms, this project evolves neural networks over generations to improve gameplay performance automatically. Ideal for developers and AI enthusiasts exploring game AI and evolutionary algorithms in Python.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,1,1,0,2024-08-03T15:10:41Z,,"[""ai-game-development"", ""chatgpt"", ""deep-learning"", ""deep-reinforcement-learning"", ""flappy-bird-ai"", ""genetic-algorithm"", ""gpt"", ""gpt-3"", ""gpt-4"", ""gpt4o"", ""mutation-testing"", ""neat-algorithm"", ""neat-python"", ""neural-networks"", ""openai"", ""openai-gym"", ""pygame"", ""python-game-development"", ""reinforcement-learning"", ""simulation""]"
Usytwm/SurvivalAI-Games,https://github.com/Usytwm/SurvivalAI-Games,"Exploring the dynamics of violence and social grouping in artificial societies based on the SugarScapes model, focusing on how vision range, mobility, inherited wealth, and geographic location impact agent survival in a resource-scarce environment.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,1,2,0,2025-10-04T15:44:28Z,MIT,"[""expert-system"", ""genetic-algorithm"", ""search-algorithm"", ""simulation"", ""survival""]"
ConFooBio/gmse,https://github.com/ConFooBio/gmse,An R package for simulating Generalised Management Strategy Evaluation,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",TeX,10,5,17,2024-06-17T16:20:59Z,,"[""adaptive-management"", ""agricultural-modelling"", ""conflict"", ""conflict-resolution"", ""conservation"", ""ecological-modelling"", ""ecological-models"", ""ecology"", ""food-security"", ""game-theory"", ""genetic-algorithm"", ""genetic-algorithms"", ""management-decisions"", ""management-strategy-evaluation"", ""population-model"", ""r-package"", ""simulation"", ""wildlife-management""]"
bones-ai/rust-flappy-bird-ai,https://github.com/bones-ai/rust-flappy-bird-ai,"AI learns to play flappy bird using neuro-evolution, implemented in Rust using macroquad",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Rust,36,2,1,2025-08-24T08:53:38Z,MIT,"[""ai"", ""flappy-bird"", ""flappy-bird-ai"", ""genetic-algorithm"", ""macroquad"", ""neat"", ""neural-networks"", ""neuroevolution"", ""rust"", ""rust-lang"", ""simulation""]"
king-11/genx,https://github.com/king-11/genx,Genx provides modular building blocks to run simulations of optimization and search problems using Genetic Algorithms ,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Rust,29,2,8,2024-08-22T19:27:56Z,MIT,"[""algorithms"", ""genetic"", ""optimization"", ""rust""]"
innoave/genevo,https://github.com/innoave/genevo,Execute genetic algorithm (GA) simulations in a customizable and extensible way.,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Rust,186,27,14,2026-02-05T09:17:46Z,NOASSERTION,"[""evolutionary-algorithms"", ""framework"", ""genetic-algorithm"", ""library"", ""optimization-algorithms"", ""rust"", ""search-algorithms""]"
mahdi-eth/Self-Driving-Car-Simulation,https://github.com/mahdi-eth/Self-Driving-Car-Simulation,Train cars to drive using neural networks and evolve their performance through generations of evolution.,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,19,1,0,2025-08-17T03:31:16Z,,"[""ai"", ""automation"", ""bot"", ""genetic-algorithm"", ""javascript"", ""neural-networks"", ""python"", ""self-driving-car""]"
Magssch/gecco-2023-ambulance-allocation,https://github.com/Magssch/gecco-2023-ambulance-allocation,Code for our paper on simulated ambulance allocation optimiziation presented at GECCO 2023,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Jupyter Notebook,3,1,0,2025-03-15T09:33:33Z,,"[""genetic-algorithm"", ""optimization"", ""simulation""]"
sujay-ee/rust-genetic-rockets,https://github.com/sujay-ee/rust-genetic-rockets,Genetic algorithm simulation in rust using nannou,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Rust,67,3,0,2025-02-07T10:30:29Z,,"[""genetic-algorithm"", ""nannou"", ""rust-lang"", ""simulation""]"
MustafaLotfi/Vehicle-Lateral-Control,https://github.com/MustafaLotfi/Vehicle-Lateral-Control,Controlling a nonholonomic robot to follow a trajectory with a modified PID Controller.,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",MATLAB,31,5,0,2025-05-18T14:54:40Z,Apache-2.0,"[""bicycle-model"", ""dynamic-model"", ""dynamic-modelling"", ""dynamic-simulation"", ""genetic-algorithm"", ""gradient-descent"", ""kinematic-modeling"", ""non-holonomic"", ""nonholonomic-robot"", ""optimization-algorithms"", ""pid-controller"", ""robot"", ""robot-lateral-control"", ""robotics"", ""simulation"", ""state-space"", ""trajectory-tracking"", ""vehicle-lateral-control""]"
e-llo/evolv-e,https://github.com/e-llo/evolv-e,Web app that simulates evolution through natural selection using a genetic algorithm in Javascript,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,12,6,0,2024-06-09T14:14:51Z,,"[""canvas"", ""canvas-api"", ""canvas2d"", ""evolution"", ""evolution-simulation"", ""evolution-simulator"", ""evolutionary-algorithm"", ""evolutionary-algorithms"", ""genetic-algorithm"", ""genetic-algorithms"", ""genetic-programming"", ""html-canvas"", ""javascript"", ""simulation""]"
prateekshyap/CPP-in-SDN,https://github.com/prateekshyap/CPP-in-SDN,MATLAB simulations for Controller Placement Problem in Software Defined Networks,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",MATLAB,4,3,1,2023-08-16T08:55:25Z,,"[""genetic-algorithm"", ""matlab"", ""metaheuristic-algorithms"", ""optimization-algorithms"", ""particle-swarm-optimization"", ""simulated-annealing"", ""software-defined-network""]"
theopfr/neuro-evolution-simulation,https://github.com/theopfr/neuro-evolution-simulation,Organisms evolving in a simulated ecosystem - an artificial life simulation.,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C++,6,1,0,2025-10-08T06:10:58Z,,"[""2d-graphics"", ""evolutionary-algorithms"", ""genetic-algorithm"", ""neural-network"", ""neuroevolution"", ""simulation""]"
a7madsam/Self-Driving-Car-AI_Project,https://github.com/a7madsam/Self-Driving-Car-AI_Project,Self Driving Car Simulation,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,7,4,0,2025-01-24T22:17:30Z,,"[""ai"", ""feedforward-neural-network"", ""genetic-algorithm"", ""javascript"", ""neural-network-visualizations"", ""neural-networks"", ""self-driving-car""]"
Mariuspy/ASVPathPlanningGA,https://github.com/Mariuspy/ASVPathPlanningGA,A simulator for finding the optimal path of an Autonomous Surface Vehicle (ASV) using Genetic Algorithm (GA) to perform monitoring of an algae blooming in a lake,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,13,5,0,2026-01-08T14:25:29Z,LGPL-3.0,"[""autonomous-vehicles"", ""genetic-algorithm"", ""path-planning"", ""simulation""]"
jasonkresch/bots,https://github.com/jasonkresch/bots,"An experiment in artificial life, artificial neural nets, artificial sentience, simulated evolution, simulated consciousness, and genetic programming",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Java,9,1,0,2025-07-23T11:02:08Z,MIT,"[""ai"", ""alife"", ""artificial-intelligence"", ""artificial-life"", ""artificial-life-simulations"", ""artificial-neural-networks"", ""consciousness"", ""consciousness-and-neuroscience"", ""evolution"", ""evolutionary-algorithms"", ""genetic-algorithm"", ""genetic-programming"", ""life"", ""machine-learning"", ""neural-network"", ""qualia"", ""sentience"", ""simulation"", ""simulation-environment""]"
SirBob01/NEAT-Python,https://github.com/SirBob01/NEAT-Python,"Genetic learning algorithm implementation for simulations, games, or general machine learning problems",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,52,10,6,2026-02-18T20:34:01Z,BSD-3-Clause,"[""augmenting-topologies"", ""brain"", ""fitness-score"", ""genetic-algorithm"", ""genome"", ""machine-learning"", ""neat"", ""neural-networks"", ""neuroevolution"", ""population"", ""python""]"
anuraghazra/EvolutionAquerium,https://github.com/anuraghazra/EvolutionAquerium,:fish: :bug: Small Inteli Creatures Based On Steering Behaviours,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,193,22,0,2026-02-12T06:46:15Z,MIT,"[""agent-based-simulation"", ""anuraghazra"", ""boids"", ""canvas2d"", ""flocking"", ""flocking-agents"", ""flocking-algorithm"", ""flocking-simulation"", ""genetic-algorithm"", ""simulation"", ""steering-behaviours""]"
rofe-dl/genetic-algorithm-shortest-path,https://github.com/rofe-dl/genetic-algorithm-shortest-path,A simulation of path planning using Genetic Algorithm for my CSE474 Project,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,12,2,0,2026-02-12T23:01:08Z,MIT,"[""genetic-algorithm"", ""matplotlib"", ""path-finding"", ""path-planning"", ""python"", ""shortest-paths""]"
redappleabc/Poker,https://github.com/redappleabc/Poker,"About Fully functional Pokerbot that works on PartyPoker, PokerStars and GGPoker, scraping tables with Open-CV (adaptable via gui) or neural network and making decisions based on a genetic algorithm and montecarlo simulation for poker equity calculation.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,14,1,0,2025-11-04T09:59:44Z,,"[""artificial-intelligence"", ""poker"", ""pokerstars""]"
SuyashSonawane/Lite-Neural-Networks,https://github.com/SuyashSonawane/Lite-Neural-Networks,"Inspried by Tensorflow.js but faster in terms of multiple Neural Networks,TF.js works superb when it comes to single Neural Network and allows hardware acceleration. But when used for creating multiple Neural Networks for applications under Genetic Algorithm or Multiple Simulation it kind of lags or consume high resources",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,1,1,0,2021-09-07T11:02:02Z,,"[""js"", ""neural-network""]"
vehsamrak/genetics,https://github.com/vehsamrak/genetics,Bacterium evolution simulator (zero player game),2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Go,5,1,0,2020-06-10T10:20:13Z,GPL-3.0,"[""genetic-algorithm"", ""golang"", ""simulation"", ""zero-player-game""]"
rossning92/genetic-algorithm,https://github.com/rossning92/genetic-algorithm,Genetic algorithm for walking simulation. Online demo: https://rossning92.github.io/genetic-algorithm/,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",TypeScript,147,24,1,2026-01-12T14:41:19Z,,"[""ga"", ""game"", ""genetic-algorithm"", ""javascript"", ""p5js""]"
bedis-elacheche/self-driving-car,https://github.com/bedis-elacheche/self-driving-car,A javascript simulation in which cars learn to navigate themselves through a track.,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,14,2,0,2024-02-06T01:46:31Z,,"[""artificial-neural-networks"", ""evolutionary-algorithms"", ""genetic-algorithm"", ""machine-learning"", ""neural-networks"", ""self-driving-car"", ""self-driving-cars""]"
patrickjdarrow/pendulum_NN,https://github.com/patrickjdarrow/pendulum_NN,Train agents to balance an inverting pendulum,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,10,2,0,2025-08-03T11:44:47Z,MIT,"[""evolutionary-strategies"", ""genetic-algorithm"", ""keras-tensorflow"", ""pendulum"", ""simulation""]"
SamuelPossamai/SimpleLifeSimulation,https://github.com/SamuelPossamai/SimpleLifeSimulation,A very simple genetic-algorithm based life simulation,2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,1,1,0,2025-10-08T07:04:10Z,LGPL-3.0,"[""genetic-algorithm"", ""life-simulation"", ""python"", ""python3""]"
ali-ece/Design-of-optimal-CMOS-ring-oscillator-using-an-intelligent-optimization-tool,https://github.com/ali-ece/Design-of-optimal-CMOS-ring-oscillator-using-an-intelligent-optimization-tool,"This paper presents an intelligent sizing method to improve the performance and efficiency of a CMOS Ring Oscillator (RO). The proposed approach is based on the simultaneous utilization of powerful and new multi-objective optimization techniques along with a circuit simulator under a data link. The proposed optimizing tool creates a perfect tradeoff between the contradictory objective functions in CMOS RO optimal design. This tool is applied for intelligent estimation of the circuit parameters (channel width of transistors), which have a decisive influence on RO specifications.  Along the optimal RO design in an specified range of oscillaton frequency, the Power Consumption, Phase Noise,  Figure of Merit (FoM), Integration Index, Design Cycle Time are considered as objective functions. Also, in generation of Pareto front some important issues, i.e. Overall Nondominated Vector Generation (ONVG), and Spacing (S) are considered for more effectiveness of the obtained feasible solutions in application. Four optimization algorithms called Multi-Objective Genetic Algorithm (MOGA), Multi-Objective Inclined Planes system Optimization (MOIPO), Multi-Objective Particle Swarm Optimization (MOPSO) and Multi-Objective Modified Inclined Planes System Optimization (MOMIPO) are utilized for 0.18-mm CMOS technology with supply voltage of 1-V. Baesd on our extensive simulations and experimental results MOMIPO outperforms the best performance among other multi-objective algorithms in presented RO designing tool.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",,11,3,0,2025-11-17T05:26:20Z,,"[""bio-inspired-optimization"", ""engineering-optimisation"", ""evolutionary-algorithms"", ""evolutionary-computation"", ""heuristic-search-algorithms"", ""hspice"", ""matlab"", ""metaheuristic-algorithms"", ""metaheuristic-optimisation"", ""multi-objective-optimization"", ""optimization"", ""optimization-algorithms"", ""pareto-front"", ""pareto-optimality"", ""swarm-intelligence"", ""vlsi-circuits""]"
connor-brooks/ecosim,https://github.com/connor-brooks/ecosim,"An interactive ecosystem and evolution simulator written in C and OpenGL, for GNU/Linux.",2026-02-19T05:08:44Z,2026-02-19T05:08:44Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C,402,13,5,2026-02-01T05:51:54Z,GPL-2.0,"[""boids"", ""ecosystem"", ""evolution"", ""game"", ""genetic-algorithm"", ""life"", ""linux"", ""simulation""]"
spapadopoulos/EnergyPlusOpt,https://github.com/spapadopoulos/EnergyPlusOpt,A method to solve simulation-based optimization problems using Matlab and EnergyPlus,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",MATLAB,5,2,4,2025-04-03T22:06:50Z,,"[""energyplus"", ""genetic-algorithm"", ""matlab"", ""optimization"", ""simulation""]"
world-organization-of-programmmers/Tree-Evolution,https://github.com/world-organization-of-programmmers/Tree-Evolution,🌳 Simulation of the Tree Evolution using genetic algorithms and PyGame library.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,4,2,0,2025-09-14T13:03:57Z,MIT,"[""evolution"", ""genetic-algorithms"", ""pygame-library"", ""simulation"", ""tree-evolution""]"
ashleve/EvOLuTIoN,https://github.com/ashleve/EvOLuTIoN,"A simple simulation in Unity, which uses genetic algorithm to optimize forces applied to cubes",2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",C#,52,8,0,2025-12-22T07:51:05Z,MIT,"[""ai"", ""c-sharp"", ""evolutionary-algorithms"", ""fitness-score"", ""genetic-algorithm"", ""mutation"", ""natural-selection"", ""pathfinding"", ""unity""]"
Rocksus/Knight-Tour-Genetic-Algorithm-With-Repair,https://github.com/Rocksus/Knight-Tour-Genetic-Algorithm-With-Repair,A Knight Tour Genetic Algorithm simulation with p5js javascript library.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",JavaScript,4,1,0,2025-02-06T18:43:02Z,MIT,"[""genetic-algorithm"", ""knight-tour"", ""p5js""]"
JumpingCar/JumpingCar,https://github.com/JumpingCar/JumpingCar,🚘 Self-driving simulation using neural networks and genetic algorithm,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",TypeScript,1,1,0,2022-06-16T06:54:30Z,MIT,"[""genetic-algorithm"", ""neural-network"", ""p5js"", ""react"", ""typescript""]"
StefanoBarison/Example_code,https://github.com/StefanoBarison/Example_code,"This repository is intended to be a showcase and will contain code that I've been writing over the years on a bunch of different topics such as Variational Monte Carlo , genetic algorithms, machine learning, quantum chemistry simulations, ... ",2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Jupyter Notebook,2,1,0,2023-11-06T13:44:46Z,,"[""quantum-chemistry-simulations"", ""showcase"", ""variational-monte-carlo""]"
Lleyton-Ariton/basic-natural-selection-simulation,https://github.com/Lleyton-Ariton/basic-natural-selection-simulation,Basic simulation of the natural selection of genes,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",Python,2,1,0,2022-02-23T14:02:39Z,,"[""genetic-algorithm""]"
lettier/bbautotune,https://github.com/lettier/bbautotune,Blender/Bullet automatic parameter tuning/learning.,2026-02-19T05:08:46Z,2026-02-19T05:08:46Z,"{""method"": [""genetic-algorithm""], ""intent"": [""simulation""]}",TeX,3,1,1,2025-12-09T13:12:01Z,,"[""3d"", ""blender"", ""blender3d"", ""bullet"", ""bullet-physics"", ""evolution"", ""evolution-simulation"", ""evolutionary-algorithm"", ""evolutionary-algorithms"", ""evolutionary-computation"", ""evolutionary-strategy"", ""fitness-landscape"", ""genetic-algorithm"", ""neural-network"", ""neural-networks"", ""physics"", ""physics-engine"", ""physics-simulation"", ""simulation"", ""thesis""]"
